"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
84,120,0.75,0.383527701509905,0.166694942496241,0.51,0.36,51,36,49,64,"84_120_0.75",83.4019340086785,124.114350134196,0.730114387521788,59.0609281913952,125.612273610922,0.758327362289817,0.7115,115.645841627378,1.41432880381743
