"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
78,90,0.75,0.70850285412629,0.228590080208071,0.55,0.28,55,28,45,72,"78_90_0.75",77.1818397608062,89.9851193996471,0.756755002071708,59.3110829339302,125.007606272631,0.757573853715645,0.734,110.222116293013,1.45262887365288
