"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
36,90,0.75,0.427723372700599,-0.339523033205373,0.71,0.55,71,55,29,45,"36_90_0.75",37.9969500928388,89.9896690620683,0.757098768497807,59.0076576236227,125.011534485588,0.757544567459333,0.734,110.222116293013,1.48024295356539
