"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
66,120,0.75,0.814706470158478,-0.205459755937388,0.73,0.42,73,42,27,58,"66_120_0.75",68.5299494651442,123.898640185225,0.758730971973565,59.1611036506671,125.16382762081,0.757697020084746,0.7385,109.0510741665,1.47104733526707
