"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
72,90,0.75,0.840357967657776,0.192634007187739,0.59,0.27,59,27,41,73,"72_90_0.75",69.2618103972796,90.0853531941653,0.718184326612448,59.5732424113454,125.038525889274,0.758665196701808,0.7025,117.635145239061,1.45871339751614
