"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
84,135,0.75,0.508227511217678,0.0777395908279777,0.57,0.37,57,37,43,63,"84_135_0.75",85.4585320707074,136.043489618695,0.717783560107151,59.1076687329902,125.263279187792,0.758563325702211,0.7025,117.635145239061,1.46949133184221
