"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
42,75,0.75,0.759215672052077,0.203233671245177,0.57,0.28,57,28,43,72,"42_75_0.75",43.019426756522,74.2322936008347,0.739227400360306,59.147591653352,125.132919592313,0.758106235217954,0.7205,113.56564121243,1.48109541608228
