"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
78,165,0.75,0.286801782586331,-0.269062238148239,0.66,0.55,66,55,34,45,"78_165_0.75",77.2181854829356,162.543545535046,0.746143909561289,59.0306237481841,125.17825867531,0.757878192459759,0.725,112.467028923762,1.4136799793111
