"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
78,105,0.75,1.03396622365939,0.289438135188546,0.59,0.21,59,21,41,79,"78_105_0.75",77.2569557815203,105.11210736302,0.815848460242524,59.0390784395468,125.016320883336,0.756206165085374,0.788,94.286153733536,1.39710793965393
