"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
84,180,0.75,0.156565314109343,-0.280176136196522,0.64,0.58,64,58,36,42,"84_180_0.75",69.3934838663951,153.089641315056,0.683955638008124,82.6161753260163,161.246012961592,0.759749798821062,0.6755,123.009604010604,1.3822541189856
