"mc","theta","eta","sensit","resCri","h","f","R1_TTchase","R1_TTmirror","R0_TTchase","R0_TTmirror","part","mc_fit_wm","theta_fit_wm","eta_fit_wm","mc_fit_var","theta_fit_var","eta_fit_var","hitRate","negSumLog","total_time"
24,75,0.75,0.596284067858923,-0.197708313417992,0.69,0.46,69,46,31,54,"24_75_0.75",27.6119295540178,78.5315866985133,0.705009019409367,59.4013941472755,125.422735528305,0.758731763732883,0.689,120.430336518536,1.50360688401593
